src_bytes,dst_bytes,same_srv_rate,diff_srv_rate,flag_SF,dst_host_srv_count,dst_host_same_srv_rate,logged_in,dst_host_serror_rate,dst_host_diff_srv_rate,dst_host_srv_serror_rate,serror_rate,srv_serror_rate,flag_S0,count,service_http,dst_host_srv_diff_host_rate,level,dst_host_count,dst_host_same_src_port_rate,service_private,srv_diff_host_rate,srv_count,dst_host_srv_rerror_rate,service_domain_u,target
0,0,1.0,0.0,False,245,1.0,0,0.0,0.01,0.0,0.0,0.0,False,1,True,0.0,20,255,0.02,False,0.0,1,0.61,False,0
0,0,0.06,0.07,False,5,0.03,0,0.0,0.06,0.0,0.0,0.0,True,148,False,0.0,20,255,0.0,False,0.0,6,1.0,False,1
0,0,0.18,0.06,False,21,0.31,0,1.0,0.04,1.0,1.0,1.0,True,208,False,0.0,18,255,0.0,False,0.0,28,0.0,False,1
196,2478,1.0,0.0,True,255,1.0,1,0.0,0.01,0.0,0.0,0.0,False,5,True,0.0,21,255,0.0,False,0.0,1,0.0,False,0
7620,399,1.0,0.0,True,94,0.46,1,0.0,0.03,0.0,0.0,0.0,False,2,False,0.04,21,35,0.01,False,0.26,2,0.0,False,0
0,0,0.18,0.06,False,5,0.1,0,0.0,0.07,0.0,0.0,0.0,False,121,False,0.0,18,255,0.0,True,0.0,5,1.0,False,1
3127,246,1.0,0.0,True,171,0.79,1,0.0,0.04,0.0,0.0,0.0,False,1,False,0.02,21,63,0.01,False,1.0,2,0.0,False,0
0,0,0.05,0.06,False,10,0.04,0,1.0,0.07,1.0,1.0,1.0,True,251,False,0.0,20,255,0.0,False,0.0,9,0.0,False,1
0,0,0.05,0.09,False,4,0.04,0,1.0,0.07,0.0,0.26,0.0,False,273,False,0.0,20,255,0.0,False,0.0,12,1.0,False,1
24,0,1.0,0.0,True,3,0.07,0,0.0,0.61,0.0,0.0,0.0,False,1,False,0.0,21,255,0.18,True,0.0,1,0.0,False,0
1264,970,1.0,0.0,True,152,0.93,1,0.0,0.03,0.0,0.0,0.0,False,34,False,0.0,21,152,0.01,False,0.0,61,0.0,False,0
71,89,1.0,0.0,True,255,1.0,0,0.0,0.0,0.0,0.0,0.0,False,249,False,0.0,18,255,0.0,False,0.0,148,0.0,True,0
160,6490,1.0,0.0,True,186,0.9,1,0.0,0.13,0.0,0.0,0.0,False,1,False,0.02,21,151,0.01,False,0.0,1,0.0,False,0
254,5211,1.0,0.0,True,255,1.0,1,0.0,0.0,0.0,0.0,0.0,False,2,True,0.04,21,10,0.57,False,0.59,5,0.0,False,0
202,1905,1.0,0.0,True,255,1.0,1,0.0,0.0,0.0,0.0,0.0,False,8,True,0.02,21,64,0.01,False,0.0,11,0.0,False,0
0,0,0.1,0.05,False,6,0.03,0,1.0,0.05,1.0,1.0,1.0,True,104,False,0.0,20,255,0.0,False,0.0,6,0.0,False,1
15,89,1.0,0.0,True,254,0.73,0,0.0,0.01,0.0,0.0,0.0,False,52,False,0.0,21,255,0.0,False,0.01,34,0.0,True,0
0,0,0.05,0.06,False,14,0.02,0,1.0,0.06,1.0,1.0,1.0,True,277,False,0.0,21,255,0.0,False,0.0,12,0.0,False,1
0,0,0.22,0.06,False,3,0.02,0,1.0,0.06,1.0,1.0,1.0,True,130,False,0.0,20,255,0.0,False,0.0,5,0.0,False,1
226,280,1.0,0.0,True,255,1.0,1,0.0,0.0,0.0,0.0,0.0,False,8,True,0.04,21,32,0.05,False,0.17,18,0.0,False,0
0,0,0.02,0.06,False,17,0.06,0,1.0,0.04,1.0,1.0,1.0,True,208,False,0.0,18,255,0.0,False,0.0,5,0.0,False,1
0,0,0.04,0.05,False,5,0.02,0,1.0,0.05,1.0,1.0,1.0,True,291,False,0.0,19,255,0.0,False,0.0,5,0.0,False,1
0,0,0.02,0.06,False,4,0.05,0,1.0,0.06,1.0,1.0,1.0,True,221,False,0.0,20,255,0.0,False,0.0,8,0.0,False,1
235,1624,1.0,0.0,True,255,1.0,1,0.0,0.0,0.0,0.0,0.0,False,13,True,0.0,21,255,0.0,False,0.0,13,0.0,False,0
212,1200,1.0,0.0,True,255,1.0,1,0.0,0.0,0.0,0.0,0.0,False,3,True,0.02,21,64,0.02,False,0.14,3,0.0,False,0
0,0,0.05,0.07,False,11,0.04,0,1.0,0.06,0.0,0.0,0.0,True,133,False,0.0,20,255,0.0,True,0.0,9,0.0,False,1
60,44,1.0,0.01,True,255,1.0,0,0.0,0.0,0.0,0.0,0.0,False,108,False,0.0,19,255,1.0,False,0.0,154,0.0,True,0
0,0,0.57,0.09,False,72,0.06,0,1.0,0.06,1.0,1.0,1.0,True,4,False,0.0,20,255,0.0,False,0.26,6,0.0,False,1
443,2128,1.0,0.0,True,208,0.83,1,0.0,0.03,0.0,0.0,0.0,False,1,False,0.01,21,203,0.02,False,0.0,1,0.0,False,0
217,2280,1.0,0.0,False,255,1.0,1,0.04,0.0,0.01,1.0,0.12,True,7,True,0.0,21,255,0.0,False,0.13,9,0.0,False,0
0,0,0.0,1.0,False,1,0.0,0,0.0,0.85,0.0,0.68,0.0,False,98,False,0.0,21,255,0.0,True,0.0,1,1.0,False,1
18,0,1.0,0.0,True,9,0.03,0,0.03,0.92,0.0,0.0,0.0,False,1,False,0.0,17,154,1.0,True,0.0,1,0.0,False,1
69,72,1.0,0.0,True,238,0.68,0,0.0,0.01,0.0,0.0,0.0,False,30,False,0.0,18,255,0.0,False,0.0,10,0.0,True,0
26,0,0.07,0.08,True,8,0.06,0,1.0,0.01,0.0,0.31,0.07,False,149,False,0.0,18,255,0.0,False,0.34,140,0.0,False,0
0,0,0.12,0.06,False,4,0.01,0,1.0,0.06,1.0,1.0,1.0,True,64,False,0.0,21,255,0.0,True,0.0,5,0.0,False,1
0,0,0.33,0.06,False,16,0.08,0,1.0,0.05,1.0,1.0,1.0,True,71,False,0.0,21,255,0.0,True,0.0,14,0.0,False,1
0,0,0.1,0.05,False,2,0.03,0,1.0,0.05,1.0,1.0,1.0,True,128,False,0.0,20,255,0.0,False,0.0,8,0.0,False,1
0,0,0.03,0.06,False,2,0.02,0,0.0,0.05,0.0,0.33,0.0,False,261,False,0.0,18,255,0.0,False,0.0,1,1.0,False,1
0,0,0.06,0.06,False,2,0.05,0,1.0,0.07,1.0,1.0,1.0,True,228,False,0.0,21,255,0.0,True,0.0,5,0.0,False,1
176,11818,1.0,0.0,True,255,1.0,1,0.0,0.0,0.0,0.0,0.0,False,3,True,0.04,21,7,0.12,False,0.51,3,0.0,False,0
201,10623,1.0,0.0,True,255,1.0,1,0.0,0.0,0.0,0.0,0.0,False,3,True,0.0,21,255,0.02,False,0.0,4,0.0,False,0
0,0,1.0,0.0,False,255,1.0,0,0.0,0.0,0.0,0.0,0.0,False,1,True,0.12,21,2,0.25,False,1.0,2,0.91,False,0
0,0,0.08,0.06,False,7,0.05,0,1.0,0.04,1.0,1.0,1.0,True,71,False,0.0,20,255,0.0,False,0.0,37,0.0,False,1
45,76,1.0,0.0,True,255,1.0,0,0.0,0.0,0.0,0.0,0.0,False,136,False,0.0,18,255,0.0,False,0.01,211,0.0,True,0
0,0,0.12,0.06,False,19,0.06,0,1.0,0.06,1.0,1.0,1.0,True,249,False,0.0,19,255,0.0,False,0.0,21,0.0,False,1
158,1456,1.0,0.0,True,255,1.0,1,0.0,0.0,0.0,0.0,0.0,False,5,True,0.01,21,35,0.01,False,0.0,5,0.0,False,0
0,0,0.16,0.06,False,17,0.05,0,1.0,0.05,1.0,1.0,1.0,True,49,False,0.0,21,255,0.0,True,0.0,17,0.0,False,1
878,2006,1.0,0.0,True,11,0.16,1,0.05,0.04,0.02,0.0,0.0,False,1,False,0.0,9,162,0.01,False,0.0,1,0.0,False,0
185,425,1.0,0.0,True,193,0.36,1,0.0,0.0,0.0,0.0,0.0,False,1,True,0.04,21,30,0.02,False,0.0,1,0.0,False,0
0,0,0.07,0.56,False,6,0.01,0,0.0,0.06,0.0,0.0,0.0,False,4,False,0.0,21,255,0.0,False,0.0,5,0.0,False,1
